student_id,department,year_of_study,cgpa,skill_count,skills,internship_months,projects,certifications,workshops,placed,skill_diversity,total_experience,cgpa_normalized,certification_score,skill_cgpa_ratio,exp_skill_ratio,department_encoded
STU0270,Computer Science,4,8.2,5,"['AWS', 'C++', 'NLP', 'React', 'Kafka']",6,2,3,0,1,5,10,0.82,6,0.5434782608695653,1.6666666666666667,1
STU0271,Electronics,4,9.21,7,"['Tableau', 'Kubernetes', 'Docker', 'Azure', 'React', 'SQL', 'Power BI']",7,3,1,4,1,7,13,0.921,6,0.6856023506366307,1.625,3
STU0272,Civil,4,7.69,11,"['GCP', 'CSS', 'Tableau', 'Python', 'Spark', 'SQL', 'Azure', 'Jira', 'Power BI', 'Java', 'Kafka']",2,2,1,0,1,11,6,0.769,2,1.2658227848101264,0.5,0
STU0273,Electrical,4,8.73,3,"['Node.js', 'Power BI', 'MongoDB']",5,5,1,7,1,3,15,0.873,9,0.3083247687564234,3.75,2
STU0274,Civil,3,6.51,11,"['FastAPI', 'Jira', 'Selenium', 'C++', 'Linux', 'Tableau', 'Python', 'React', 'Node.js', 'MySQL', 'TypeScript']",6,4,2,5,1,11,14,0.651,9,1.4647137150466045,1.1666666666666667,0
STU0275,Information Science,4,6.58,6,"['C++', 'Selenium', 'Deep Learning', 'Power BI', 'Tableau', 'Flutter']",5,4,3,8,0,6,13,0.658,14,0.7915567282321899,1.8571428571428572,4
STU0276,Computer Science,4,5.4,5,"['JavaScript', 'Figma', 'Node.js', 'AWS', 'FastAPI']",0,0,4,5,0,5,0,0.54,13,0.78125,0.0,1
STU0277,Information Science,4,7.35,5,"['Embedded C', 'C++', 'Machine Learning', 'Kotlin', 'MySQL']",4,5,3,3,1,5,14,0.735,9,0.5988023952095809,2.3333333333333335,4
STU0278,Electronics,4,9.48,9,"['Unity', 'Spark', 'Node.js', 'MongoDB', 'SQL', 'Tableau', 'Kotlin', 'Postman', 'Linux']",4,5,4,1,1,9,14,0.9480000000000001,9,0.8587786259541984,1.4,3
STU0279,Electrical,4,8.85,7,"['React', 'Swift', 'Figma', 'Jira', 'Kotlin', 'Deep Learning', 'GCP']",6,2,0,7,1,7,10,0.885,7,0.7106598984771574,1.25,2
STU0280,Mechanical,4,6.95,10,"['Selenium', 'Kubernetes', 'CSS', 'MongoDB', 'C++', 'React', 'Azure', 'Deep Learning', 'MySQL', 'TypeScript']",4,1,1,6,0,10,6,0.6950000000000001,8,1.2578616352201257,0.5454545454545454,5
STU0281,Computer Science,4,5.23,6,"['Django', 'Embedded C', 'Postman', 'Figma', 'GCP', 'Java']",0,0,1,0,0,6,0,0.523,2,0.9630818619582664,0.0,1
STU0282,Electrical,4,7.66,5,"['Docker', 'Machine Learning', 'React', 'Kubernetes', 'Spark']",0,4,2,2,0,5,8,0.766,6,0.5773672055427251,1.3333333333333333,2
STU0283,Electrical,4,7.15,5,"['MySQL', 'JavaScript', 'Kotlin', 'Python', 'AWS']",4,5,4,4,1,5,14,0.7150000000000001,12,0.6134969325153374,2.3333333333333335,2
STU0284,Mechanical,4,6.39,10,"['Spark', 'NLP', 'Python', 'SQL', 'Deep Learning', 'Tableau', 'Kubernetes', 'React', 'JavaScript', 'MySQL']",7,0,3,5,1,10,7,0.639,11,1.3531799729364007,0.6363636363636364,5
STU0285,Mechanical,4,6.69,11,"['React', 'Selenium', 'Kotlin', 'Figma', 'Linux', 'JavaScript', 'Java', 'Flutter', 'Embedded C', 'Git', 'TypeScript']",7,4,2,0,0,11,15,0.669,4,1.4304291287386215,1.25,5
STU0286,Electronics,3,8.24,10,"['Selenium', 'Kotlin', 'MySQL', 'Linux', 'Unity', 'Flutter', 'SQL', 'Deep Learning', 'Node.js', 'Solidity']",4,2,0,8,1,10,8,0.8240000000000001,8,1.0822510822510822,0.7272727272727273,3
STU0287,Electronics,4,9.43,6,"['Jira', 'Linux', 'Unity', 'C++', 'Tableau', 'Spark']",4,3,0,2,1,6,10,0.943,2,0.5752636625119847,1.4285714285714286,3
STU0288,Information Science,4,7.44,9,"['Java', 'AWS', 'Flutter', 'Git', 'FastAPI', 'Azure', 'Jira', 'React', 'CSS']",0,5,0,3,1,9,10,0.744,3,1.0663507109004737,1.0,4
STU0289,Information Science,4,6.82,5,"['Azure', 'Postman', 'Deep Learning', 'C++', 'MongoDB']",3,4,3,8,0,5,11,0.682,14,0.639386189258312,1.8333333333333333,4
STU0290,Information Science,3,8.91,6,"['Machine Learning', 'NLP', 'Java', 'Deep Learning', 'AWS', 'Power BI']",7,2,0,8,1,6,11,0.891,8,0.6054490413723511,1.5714285714285714,4
STU0291,Electrical,4,7.23,5,"['Deep Learning', 'Jira', 'Tableau', 'Python', 'Figma']",6,5,1,0,1,5,16,0.7230000000000001,2,0.6075334143377885,2.6666666666666665,2
STU0292,Mechanical,4,7.89,4,"['Embedded C', 'Spark', 'Selenium', 'Kubernetes']",7,2,4,2,0,4,11,0.7889999999999999,10,0.44994375703037115,2.2,5
STU0293,Electrical,3,5.3,4,"['NLP', 'React', 'CSS', 'JavaScript']",6,3,1,1,0,4,12,0.53,3,0.6349206349206349,2.4,2
STU0294,Mechanical,4,5.82,7,"['Deep Learning', 'Docker', 'React', 'AWS', 'Azure', 'Embedded C', 'Machine Learning']",1,4,0,4,1,7,9,0.5820000000000001,4,1.0263929618768328,1.125,5
STU0295,Information Science,4,6.32,9,"['Tableau', 'Deep Learning', 'Linux', 'React', 'Django', 'Java', 'MongoDB', 'Node.js', 'Spark']",4,2,4,9,0,9,8,0.632,17,1.2295081967213115,0.8,4
STU0296,Civil,4,5.19,10,"['SQL', 'Machine Learning', 'React', 'Selenium', 'Solidity', 'Kotlin', 'Power BI', 'Jira', 'Postman', 'NLP']",5,0,1,0,1,10,5,0.519,2,1.615508885298869,0.45454545454545453,0
STU0297,Computer Science,3,6.11,8,"['Tableau', 'Machine Learning', 'React', 'CSS', 'Unity', 'Jira', 'Selenium', 'HTML']",3,2,2,0,1,8,7,0.611,4,1.1251758087201125,0.7777777777777778,1
STU0298,Electrical,4,5.89,6,"['C++', 'Power BI', 'Python', 'Azure', 'MySQL', 'Selenium']",3,3,3,2,1,6,9,0.589,8,0.8708272859216256,1.2857142857142858,2
STU0299,Computer Science,4,9.51,5,"['Jira', 'Swift', 'Figma', 'Machine Learning', 'Linux']",2,0,3,6,1,5,2,0.951,12,0.47573739295908657,0.3333333333333333,1
STU0300,Mechanical,3,7.75,10,"['Jira', 'C++', 'Kafka', 'Selenium', 'Swift', 'Java', 'Azure', 'GCP', 'Node.js', 'FastAPI']",0,3,0,4,0,10,6,0.775,4,1.1428571428571428,0.5454545454545454,5
STU0301,Information Science,4,9.77,11,"['Python', 'MySQL', 'Kotlin', 'CSS', 'Git', 'Java', 'Docker', 'Azure', 'Postman', 'MongoDB', 'Linux']",4,3,2,1,1,11,10,0.977,5,1.021355617455896,0.8333333333333334,4
STU0302,Civil,3,9.14,3,"['TypeScript', 'Machine Learning', 'Kubernetes']",5,4,1,7,1,3,13,0.914,9,0.29585798816568043,3.25,0
STU0303,Civil,4,6.42,7,"['Azure', 'FastAPI', 'Embedded C', 'React', 'SQL', 'Linux', 'Node.js']",4,3,1,1,1,7,10,0.642,3,0.9433962264150944,1.25,0
STU0304,Mechanical,4,7.78,11,"['SQL', 'Azure', 'Kafka', 'Node.js', 'JavaScript', 'Tableau', 'Kubernetes', 'Spark', 'HTML', 'Embedded C', 'Machine Learning']",1,0,0,3,1,11,1,0.778,3,1.2528473804100226,0.08333333333333333,5
STU0305,Electronics,4,8.8,9,"['HTML', 'Selenium', 'Postman', 'Python', 'CSS', 'Embedded C', 'FastAPI', 'Machine Learning', 'TypeScript']",2,4,1,0,1,9,10,0.8800000000000001,2,0.9183673469387754,1.0,3
STU0306,Civil,3,9.35,4,"['Kubernetes', 'Flutter', 'Kotlin', 'Django']",0,0,0,1,0,4,0,0.9349999999999999,1,0.3864734299516908,0.0,0
STU0307,Civil,4,7.84,9,"['Python', 'Jira', 'Django', 'C++', 'JavaScript', 'Kubernetes', 'Tableau', 'Flutter', 'Node.js']",6,1,2,8,1,9,8,0.784,12,1.0180995475113122,0.8,0
STU0308,Information Science,4,7.46,8,"['Spark', 'Flutter', 'Azure', 'MongoDB', 'Kubernetes', 'Node.js', 'Solidity', 'GCP']",3,1,1,5,1,8,5,0.746,7,0.9456264775413711,0.5555555555555556,4
STU0309,Mechanical,4,6.09,7,"['MySQL', 'Spark', 'Deep Learning', 'Node.js', 'FastAPI', 'Selenium', 'Unity']",7,3,3,8,1,7,13,0.609,14,0.9873060648801129,1.625,5
STU0310,Electrical,4,5.05,3,"['HTML', 'Deep Learning', 'Jira']",1,0,2,7,1,3,1,0.505,11,0.49586776859504134,0.25,2
STU0311,Electrical,4,7.19,9,"['Azure', 'Git', 'MySQL', 'Python', 'C++', 'React', 'Embedded C', 'Machine Learning', 'Node.js']",4,1,3,2,1,9,6,0.7190000000000001,8,1.0989010989010988,0.6,2
STU0312,Computer Science,3,5.06,3,"['Linux', 'GCP', 'Postman']",0,0,4,1,0,3,0,0.506,9,0.4950495049504951,0.0,1
STU0313,Computer Science,4,9.17,10,"['Deep Learning', 'Tableau', 'Node.js', 'Unity', 'C++', 'Power BI', 'MongoDB', 'Postman', 'Python', 'SQL']",4,4,1,8,1,10,12,0.917,10,0.9832841691248771,1.0909090909090908,1
STU0314,Mechanical,4,6.13,3,"['C++', 'Figma', 'AWS']",5,5,2,6,0,3,15,0.613,10,0.42075736325385693,3.75,5
STU0315,Mechanical,4,6.52,3,"['Postman', 'Jira', 'Java']",3,5,1,4,1,3,13,0.6519999999999999,6,0.398936170212766,3.25,5
STU0316,Information Science,4,8.84,8,"['Kafka', 'Docker', 'Postman', 'Tableau', 'Selenium', 'MySQL', 'SQL', 'Node.js']",5,5,0,5,1,8,15,0.884,5,0.8130081300813008,1.6666666666666667,4
STU0317,Mechanical,4,6.52,3,"['HTML', 'Postman', 'Machine Learning']",4,5,1,7,0,3,14,0.6519999999999999,9,0.398936170212766,3.5,5
STU0318,Civil,4,5.93,10,"['JavaScript', 'Swift', 'HTML', 'TypeScript', 'Django', 'FastAPI', 'Kotlin', 'Figma', 'Embedded C', 'Kubernetes']",5,4,4,4,1,10,13,0.593,12,1.443001443001443,1.1818181818181819,0
STU0319,Electrical,4,7.01,7,"['C++', 'Kotlin', 'Swift', 'AWS', 'Kafka', 'HTML', 'GCP']",2,5,2,6,1,7,12,0.701,10,0.8739076154806492,1.5,2
STU0320,Electrical,4,9.01,7,"['Tableau', 'Node.js', 'C++', 'MySQL', 'Git', 'Deep Learning', 'Python']",0,1,1,1,0,7,2,0.901,3,0.6993006993006993,0.25,2
STU0321,Mechanical,4,8.01,11,"['Node.js', 'Postman', 'MongoDB', 'Embedded C', 'Flutter', 'Deep Learning', 'Kafka', 'CSS', 'HTML', 'Machine Learning', 'Swift']",1,1,1,2,1,11,3,0.8009999999999999,4,1.2208657047724751,0.25,5
STU0322,Electrical,4,7.56,7,"['Node.js', 'Figma', 'Java', 'Selenium', 'Kubernetes', 'CSS', 'Postman']",5,2,3,4,1,7,9,0.756,10,0.8177570093457945,1.125,2
STU0323,Electronics,4,7.8,5,"['TypeScript', 'AWS', 'Java', 'NLP', 'Django']",6,3,3,6,1,5,12,0.78,12,0.5681818181818181,2.0,3
STU0324,Mechanical,4,6.54,3,"['Flutter', 'C++', 'Deep Learning']",0,4,2,6,0,3,8,0.654,10,0.3978779840848806,2.0,5
STU0325,Information Science,4,7.39,5,"['Deep Learning', 'Swift', 'Embedded C', 'Tableau', 'GCP']",5,1,3,6,1,5,7,0.739,12,0.5959475566150179,1.1666666666666667,4
STU0326,Information Science,3,5.87,8,"['MySQL', 'AWS', 'Git', 'CSS', 'Postman', 'Unity', 'Node.js', 'FastAPI']",6,1,1,9,1,8,8,0.587,11,1.1644832605531295,0.8888888888888888,4
STU0327,Mechanical,4,7.11,7,"['Figma', 'Unity', 'Kafka', 'Kotlin', 'HTML', 'Azure', 'Git']",5,1,0,1,1,7,7,0.7110000000000001,1,0.8631319358816277,0.875,5
STU0328,Civil,4,6.37,4,"['Node.js', 'Azure', 'Git', 'Kafka']",3,3,1,9,0,4,9,0.637,11,0.5427408412483039,1.8,0
STU0329,Computer Science,4,5.07,10,"['Kafka', 'Flutter', 'MySQL', 'Unity', 'Embedded C', 'Solidity', 'CSS', 'C++', 'Deep Learning', 'Azure']",5,1,1,9,1,10,7,0.507,11,1.6474464579901154,0.6363636363636364,1
STU0330,Computer Science,4,6.06,7,"['Tableau', 'Embedded C', 'AWS', 'Machine Learning', 'TypeScript', 'Jira', 'React']",3,2,4,9,0,7,7,0.606,17,0.991501416430595,0.875,1
STU0331,Mechanical,3,5.97,7,"['Docker', 'Linux', 'Spark', 'TypeScript', 'Jira', 'NLP', 'Embedded C']",3,1,1,3,0,7,5,0.597,5,1.0043041606886658,0.625,5
STU0332,Electrical,4,9.27,11,"['Power BI', 'Machine Learning', 'MongoDB', 'NLP', 'FastAPI', 'Linux', 'Kafka', 'Selenium', 'Postman', 'Deep Learning', 'Node.js']",1,5,1,8,1,11,11,0.9269999999999999,10,1.071080817916261,0.9166666666666666,2
STU0333,Mechanical,4,9.62,10,"['MySQL', 'Spark', 'CSS', 'SQL', 'TypeScript', 'Swift', 'C++', 'React', 'Tableau', 'Jira']",4,2,1,2,1,10,8,0.962,4,0.9416195856873824,0.7272727272727273,5
STU0334,Computer Science,4,9.46,6,"['Machine Learning', 'Swift', 'Azure', 'MySQL', 'HTML', 'AWS']",4,2,2,7,1,6,8,0.9460000000000001,11,0.5736137667304014,1.1428571428571428,1
STU0335,Electronics,3,6.17,4,"['Swift', 'Machine Learning', 'Flutter', 'MySQL']",0,2,1,0,1,4,4,0.617,2,0.5578800557880056,0.8,3
STU0336,Electrical,4,5.76,5,"['TypeScript', 'Figma', 'GCP', 'React', 'Kotlin']",3,1,1,3,0,5,5,0.576,5,0.7396449704142012,0.8333333333333334,2
STU0337,Information Science,4,7.61,8,"['Machine Learning', 'Spark', 'Docker', 'AWS', 'Node.js', 'Java', 'Python', 'Linux']",1,2,2,2,1,8,5,0.761,6,0.9291521486643438,0.5555555555555556,4
STU0338,Mechanical,3,6.28,6,"['GCP', 'TypeScript', 'Machine Learning', 'Unity', 'AWS', 'Git']",5,3,3,5,0,6,11,0.628,11,0.8241758241758241,1.5714285714285714,5
STU0339,Mechanical,3,6.72,10,"['Django', 'Tableau', 'MySQL', 'C++', 'React', 'Kotlin', 'Machine Learning', 'Flutter', 'FastAPI', 'Git']",3,2,1,9,0,10,7,0.6719999999999999,11,1.2953367875647668,0.6363636363636364,5
STU0340,Electronics,4,9.2,5,"['Python', 'Embedded C', 'Spark', 'GCP', 'Machine Learning']",5,0,2,2,1,5,5,0.9199999999999999,6,0.4901960784313726,0.8333333333333334,3
STU0341,Information Science,4,6.84,4,"['Kubernetes', 'Selenium', 'MongoDB', 'Django']",4,1,1,9,0,4,6,0.6839999999999999,11,0.5102040816326531,1.2,4
STU0342,Electrical,4,8.0,8,"['Figma', 'Node.js', 'Spark', 'Jira', 'Flutter', 'CSS', 'Docker', 'TypeScript']",1,0,3,9,1,8,1,0.8,15,0.8888888888888888,0.1111111111111111,2
STU0343,Electronics,3,7.91,6,"['Selenium', 'Power BI', 'NLP', 'Node.js', 'Kafka', 'Java']",5,1,4,5,1,6,7,0.791,13,0.6734006734006734,1.0,3
STU0344,Civil,4,6.11,8,"['Figma', 'Git', 'FastAPI', 'SQL', 'Java', 'React', 'HTML', 'AWS']",4,0,3,2,0,8,4,0.611,8,1.1251758087201125,0.4444444444444444,0
STU0345,Electronics,4,7.9,7,"['Java', 'Embedded C', 'AWS', 'Postman', 'Kubernetes', 'C++', 'React']",2,5,1,1,1,7,12,0.79,3,0.7865168539325842,1.5,3
STU0346,Information Science,3,9.74,8,"['Node.js', 'FastAPI', 'HTML', 'Figma', 'Power BI', 'Deep Learning', 'GCP', 'C++']",5,4,4,7,1,8,13,0.974,15,0.74487895716946,1.4444444444444444,4
STU0347,Electronics,4,9.4,11,"['Solidity', 'Node.js', 'Deep Learning', 'MySQL', 'JavaScript', 'GCP', 'TypeScript', 'Kafka', 'Flutter', 'Machine Learning', 'Spark']",1,3,3,3,1,11,7,0.9400000000000001,9,1.0576923076923077,0.5833333333333334,3
STU0348,Information Science,3,9.4,5,"['Linux', 'GCP', 'MySQL', 'MongoDB', 'Flutter']",0,5,2,3,1,5,10,0.9400000000000001,7,0.4807692307692307,1.6666666666666667,4
STU0349,Electrical,3,7.43,4,"['Machine Learning', 'Jira', 'Django', 'Kotlin']",3,1,1,3,0,4,5,0.743,5,0.4744958481613286,1.0,2
STU0350,Civil,4,7.62,3,"['Machine Learning', 'Power BI', 'Embedded C']",1,2,0,7,1,3,5,0.762,7,0.34802784222737815,1.25,0
STU0351,Civil,4,7.08,10,"['Docker', 'FastAPI', 'Jira', 'Machine Learning', 'Flutter', 'MySQL', 'Figma', 'Swift', 'CSS', 'Kafka']",4,1,3,7,1,10,6,0.708,13,1.2376237623762376,0.5454545454545454,0
STU0352,Computer Science,4,9.22,8,"['JavaScript', 'Git', 'MongoDB', 'Kafka', 'Solidity', 'Power BI', 'TypeScript', 'Embedded C']",5,1,0,9,1,8,7,0.922,9,0.7827788649706457,0.7777777777777778,1
STU0353,Mechanical,3,8.1,9,"['AWS', 'Jira', 'Linux', 'Power BI', 'Tableau', 'React', 'Swift', 'Unity', 'Git']",6,3,1,8,1,9,12,0.8099999999999999,10,0.989010989010989,1.2,5
STU0354,Electronics,3,7.38,3,"['Swift', 'Python', 'Unity']",6,4,1,6,1,3,14,0.738,8,0.3579952267303103,3.5,3
STU0355,Electronics,3,6.81,5,"['FastAPI', 'React', 'Deep Learning', 'Git', 'Power BI']",2,0,4,2,0,5,2,0.6809999999999999,10,0.6402048655569783,0.3333333333333333,3
STU0356,Information Science,4,7.31,5,"['Machine Learning', 'C++', 'Azure', 'React', 'Docker']",0,0,2,7,0,5,0,0.731,11,0.601684717208183,0.0,4
STU0357,Electrical,3,6.75,4,"['Tableau', 'Solidity', 'HTML', 'TypeScript']",4,1,1,9,0,4,6,0.675,11,0.5161290322580645,1.2,2
STU0358,Computer Science,3,7.58,11,"['HTML', 'Postman', 'Kafka', 'Embedded C', 'CSS', 'Unity', 'Python', 'Power BI', 'TypeScript', 'NLP', 'SQL']",1,2,0,0,1,11,5,0.758,0,1.282051282051282,0.4166666666666667,1
STU0359,Computer Science,4,5.03,4,"['Azure', 'Git', 'HTML', 'Flutter']",1,0,3,3,1,4,1,0.503,9,0.6633499170812603,0.2,1
STU0360,Mechanical,4,7.7,3,"['FastAPI', 'Python', 'Spark']",3,3,3,8,0,3,9,0.77,14,0.3448275862068966,2.25,5
STU0361,Information Science,3,7.06,11,"['MySQL', 'Selenium', 'Solidity', 'Django', 'React', 'Embedded C', 'HTML', 'Swift', 'Unity', 'MongoDB', 'GCP']",2,3,4,4,1,11,8,0.706,12,1.3647642679900747,0.6666666666666666,4
STU0362,Computer Science,4,5.58,9,"['Unity', 'Linux', 'Machine Learning', 'Deep Learning', 'Java', 'Swift', 'Flutter', 'Selenium', 'GCP']",7,5,3,5,0,9,17,0.558,11,1.3677811550151975,1.7,1
STU0363,Information Science,4,9.08,11,"['CSS', 'Kubernetes', 'Spark', 'Postman', 'JavaScript', 'Power BI', 'Flutter', 'Machine Learning', 'React', 'Node.js', 'Unity']",0,0,3,3,0,11,0,0.908,9,1.0912698412698412,0.0,4
STU0364,Mechanical,3,9.24,7,"['Jira', 'Java', 'AWS', 'Python', 'Kubernetes', 'Linux', 'Power BI']",5,1,1,4,1,7,7,0.924,6,0.68359375,0.875,5
STU0365,Information Science,4,6.6,8,"['Java', 'React', 'MongoDB', 'Linux', 'Kafka', 'Machine Learning', 'Kotlin', 'MySQL']",4,5,3,7,1,8,14,0.6599999999999999,13,1.0526315789473684,1.5555555555555556,4
STU0366,Civil,4,6.32,5,"['JavaScript', 'Kubernetes', 'TypeScript', 'Kotlin', 'Linux']",4,3,2,7,0,5,10,0.632,11,0.6830601092896175,1.6666666666666667,0
STU0367,Electronics,3,8.94,8,"['Deep Learning', 'AWS', 'Kotlin', 'Django', 'Git', 'Selenium', 'Docker', 'Power BI']",1,1,0,0,1,8,3,0.8939999999999999,0,0.8048289738430584,0.3333333333333333,3
STU0368,Information Science,4,5.46,9,"['Kotlin', 'SQL', 'Node.js', 'React', 'FastAPI', 'NLP', 'Git', 'TypeScript', 'Docker']",3,0,2,8,0,9,3,0.546,12,1.3931888544891642,0.3,4
STU0369,Computer Science,3,7.12,6,"['TypeScript', 'Node.js', 'NLP', 'Solidity', 'Linux', 'SQL']",4,5,1,0,1,6,14,0.712,2,0.7389162561576353,2.0,1
STU0370,Electrical,4,7.1,4,"['TypeScript', 'Kotlin', 'Deep Learning', 'JavaScript']",1,0,3,5,1,4,1,0.71,11,0.4938271604938272,0.2,2
STU0371,Civil,3,8.22,11,"['Deep Learning', 'Spark', 'Flutter', 'Azure', 'Unity', 'React', 'Kotlin', 'GCP', 'Power BI', 'Docker', 'NLP']",4,4,0,2,1,11,12,0.8220000000000001,2,1.193058568329718,1.0,0
STU0372,Computer Science,3,6.67,3,"['Kotlin', 'Flutter', 'Jira']",7,0,1,2,0,3,7,0.667,4,0.39113428943937417,1.75,1
STU0373,Electronics,3,9.19,6,"['Spark', 'Java', 'Selenium', 'Kubernetes', 'FastAPI', 'Flutter']",6,4,0,1,1,6,14,0.9189999999999999,1,0.5888125613346419,2.0,3
STU0374,Electrical,4,9.31,9,"['JavaScript', 'Power BI', 'Java', 'Tableau', 'Machine Learning', 'NLP', 'Selenium', 'Swift', 'HTML']",0,1,3,9,1,9,2,0.931,15,0.8729388942774006,0.2,2
STU0375,Computer Science,4,9.61,11,"['Selenium', 'Kotlin', 'Spark', 'HTML', 'TypeScript', 'Git', 'React', 'Kubernetes', 'Java', 'Machine Learning', 'Swift']",6,2,0,6,1,11,10,0.961,6,1.0367577756833177,0.8333333333333334,1
STU0376,Electronics,4,8.94,9,"['Kubernetes', 'Linux', 'Django', 'JavaScript', 'Git', 'React', 'Python', 'Spark', 'Power BI']",6,5,4,4,1,9,16,0.8939999999999999,12,0.9054325955734407,1.6,3
STU0377,Electronics,4,6.64,7,"['React', 'Machine Learning', 'CSS', 'Kotlin', 'NLP', 'HTML', 'AWS']",0,2,1,7,0,7,4,0.6639999999999999,9,0.9162303664921466,0.5,3
STU0378,Information Science,4,9.17,11,"['Docker', 'Tableau', 'Selenium', 'Kubernetes', 'SQL', 'Figma', 'C++', 'NLP', 'Swift', 'HTML', 'FastAPI']",3,2,0,4,1,11,7,0.917,4,1.0816125860373649,0.5833333333333334,4
STU0379,Mechanical,4,7.77,8,"['CSS', 'MySQL', 'Kubernetes', 'Kafka', 'Embedded C', 'Django', 'NLP', 'Flutter']",2,2,4,3,1,8,6,0.7769999999999999,11,0.9122006841505131,0.6666666666666666,5
STU0380,Civil,4,7.96,6,"['Git', 'React', 'Django', 'C++', 'MySQL', 'AWS']",0,1,3,0,1,6,2,0.796,6,0.6696428571428571,0.2857142857142857,0
STU0381,Electronics,3,5.28,4,"['Node.js', 'NLP', 'TypeScript', 'Django']",7,1,1,1,0,4,9,0.528,3,0.6369426751592356,1.8,3
STU0382,Mechanical,4,6.73,9,"['TypeScript', 'SQL', 'GCP', 'Python', 'Swift', 'Node.js', 'React', 'Postman', 'C++']",2,5,4,1,1,9,12,0.673,9,1.1642949547218628,1.2,5
STU0383,Civil,4,6.47,5,"['Postman', 'C++', 'Deep Learning', 'Python', 'Java']",4,3,3,8,0,5,10,0.647,14,0.6693440428380187,1.6666666666666667,0
STU0384,Electronics,3,5.49,8,"['NLP', 'Embedded C', 'Kubernetes', 'SQL', 'GCP', 'JavaScript', 'Selenium', 'Node.js']",4,0,3,3,1,8,4,0.549,9,1.2326656394453004,0.4444444444444444,3
STU0385,Electrical,4,5.17,10,"['Java', 'Spark', 'HTML', 'Tableau', 'Docker', 'Figma', 'Machine Learning', 'Deep Learning', 'Embedded C', 'Swift']",7,5,0,9,1,10,17,0.517,9,1.6207455429497568,1.5454545454545454,2
STU0386,Information Science,4,6.66,7,"['C++', 'Azure', 'Kubernetes', 'MySQL', 'Swift', 'Spark', 'Java']",6,4,1,1,0,7,14,0.666,3,0.9138381201044387,1.75,4
STU0387,Electronics,4,5.72,11,"['GCP', 'FastAPI', 'Figma', 'Django', 'Spark', 'Postman', 'SQL', 'Power BI', 'React', 'Kotlin', 'Swift']",7,4,4,9,0,11,15,0.572,17,1.6369047619047619,1.25,3
STU0388,Information Science,4,5.87,9,"['GCP', 'Postman', 'HTML', 'Machine Learning', 'JavaScript', 'Django', 'MySQL', 'Python', 'Kubernetes']",7,2,2,5,0,9,11,0.587,9,1.3100436681222707,1.1,4
STU0389,Computer Science,4,5.03,8,"['CSS', 'Swift', 'Python', 'NLP', 'Solidity', 'Linux', 'Git', 'Embedded C']",6,5,4,0,0,8,16,0.503,8,1.3266998341625207,1.7777777777777777,1
STU0390,Electrical,4,5.78,10,"['Kubernetes', 'Node.js', 'Figma', 'GCP', 'Kafka', 'React', 'Jira', 'Swift', 'MongoDB', 'Machine Learning']",2,0,2,2,0,10,2,0.5780000000000001,6,1.4749262536873156,0.18181818181818182,2
STU0391,Electrical,4,7.68,4,"['TypeScript', 'Embedded C', 'Kafka', 'Deep Learning']",7,0,4,4,1,4,7,0.768,12,0.4608294930875576,1.4,2
STU0392,Electronics,3,7.0,10,"['MySQL', 'Python', 'TypeScript', 'Jira', 'Solidity', 'Kubernetes', 'Tableau', 'JavaScript', 'Machine Learning', 'NLP']",3,3,2,2,0,10,9,0.7,6,1.25,0.8181818181818182,3
STU0393,Electronics,4,9.09,3,"['Kotlin', 'Spark', 'Tableau']",7,4,4,4,1,3,15,0.909,12,0.29732408325074333,3.75,3
STU0394,Civil,4,7.37,11,"['Swift', 'HTML', 'Spark', 'Power BI', 'NLP', 'CSS', 'Flutter', 'JavaScript', 'MongoDB', 'Machine Learning', 'Kafka']",3,2,3,9,1,11,7,0.737,15,1.3142174432497011,0.5833333333333334,0
STU0395,Electrical,4,5.06,9,"['Figma', 'Python', 'Selenium', 'JavaScript', 'SQL', 'Java', 'Kubernetes', 'Git', 'Power BI']",6,2,3,7,0,9,10,0.506,13,1.4851485148514851,1.0,2
STU0396,Electrical,4,5.24,4,"['GCP', 'Node.js', 'Power BI', 'C++']",4,1,3,1,0,4,6,0.524,7,0.641025641025641,1.2,2
STU0397,Mechanical,4,9.75,9,"['Machine Learning', 'JavaScript', 'HTML', 'Solidity', 'FastAPI', 'Power BI', 'Tableau', 'Spark', 'Embedded C']",1,0,1,2,1,9,1,0.975,4,0.8372093023255814,0.1,5
STU0398,Computer Science,4,5.47,10,"['Solidity', 'Embedded C', 'Swift', 'Power BI', 'Django', 'Tableau', 'Python', 'Kotlin', 'Kubernetes', 'Selenium']",6,0,2,4,0,10,6,0.5469999999999999,8,1.545595054095827,0.5454545454545454,1
STU0399,Computer Science,4,5.42,6,"['GCP', 'Docker', 'FastAPI', 'Kotlin', 'Swift', 'Java']",6,3,4,4,0,6,12,0.542,12,0.9345794392523364,1.7142857142857142,1
STU0400,Electrical,4,8.96,4,"['Flutter', 'Swift', 'React', 'Node.js']",4,0,4,9,1,4,4,0.8960000000000001,17,0.4016064257028112,0.8,2
STU0401,Electronics,4,6.98,9,"['Kotlin', 'Git', 'CSS', 'Unity', 'Linux', 'HTML', 'Deep Learning', 'Tableau', 'Django']",6,0,3,5,0,9,6,0.6980000000000001,11,1.1278195488721805,0.6,3
