student_id,department,year_of_study,cgpa,skill_count,skills,internship_months,projects,certifications,workshops,placed
STU0375,Mechanical,3,9.02,4,"['Git', 'HTML', 'React', 'C++']",6,5,0,5,1
STU0376,Electronics,4,5.05,9,"['React', 'CSS', 'AWS', 'Python', 'SQL', 'Deep Learning', 'MongoDB', 'Java', 'C++']",4,3,4,7,0
STU0377,Electronics,3,9.72,3,"['Node.js', 'HTML', 'SQL']",0,4,1,2,1
STU0378,Civil,4,7.44,6,"['Linux', 'MySQL', 'Node.js', 'JavaScript', 'Django', 'NLP']",5,5,3,8,1
STU0379,Mechanical,4,7.19,8,"['SQL', 'MySQL', 'Django', 'Python', 'JavaScript', 'AWS', 'Java', 'Linux']",3,1,4,0,1
STU0380,Electronics,4,7.6,6,"['NLP', 'SQL', 'Deep Learning', 'HTML', 'JavaScript', 'Linux']",0,4,2,7,0
STU0381,Computer Science,3,9.1,9,"['Git', 'MongoDB', 'AWS', 'Django', 'Linux', 'React', 'Deep Learning', 'Java', 'SQL']",0,3,2,4,1
STU0382,Electronics,4,8.67,9,"['HTML', 'JavaScript', 'MongoDB', 'C++', 'MySQL', 'Python', 'SQL', 'Java', 'Node.js']",1,0,2,8,1
STU0383,Electronics,4,9.39,11,"['NLP', 'Django', 'Machine Learning', 'MySQL', 'Python', 'AWS', 'C++', 'Node.js', 'CSS', 'HTML', 'Deep Learning']",1,5,2,9,1
STU0384,Mechanical,3,7.15,6,"['NLP', 'Java', 'SQL', 'C++', 'HTML', 'MongoDB']",7,1,4,9,1
STU0385,Computer Science,4,6.0,9,"['React', 'SQL', 'JavaScript', 'C++', 'AWS', 'MongoDB', 'Node.js', 'CSS', 'MySQL']",5,0,0,7,1
STU0386,Computer Science,3,5.19,10,"['Node.js', 'Deep Learning', 'HTML', 'JavaScript', 'Django', 'SQL', 'React', 'NLP', 'Docker', 'Java']",3,1,2,8,0
STU0387,Mechanical,4,5.33,3,"['Git', 'C++', 'HTML']",2,5,1,9,0
STU0388,Electrical,4,7.35,11,"['React', 'Python', 'Linux', 'Java', 'CSS', 'NLP', 'MongoDB', 'Git', 'Node.js', 'MySQL', 'Django']",4,2,2,8,1
STU0389,Electrical,3,7.59,5,"['Deep Learning', 'React', 'NLP', 'AWS', 'JavaScript']",4,1,0,7,1
STU0390,Information Science,4,5.43,11,"['Docker', 'HTML', 'CSS', 'Git', 'SQL', 'C++', 'JavaScript', 'Python', 'Node.js', 'Django', 'React']",4,5,1,6,0
STU0391,Electronics,4,8.0,3,"['MySQL', 'Git', 'SQL']",3,5,4,3,0
STU0392,Mechanical,4,5.56,9,"['Machine Learning', 'React', 'CSS', 'Git', 'Linux', 'Node.js', 'Deep Learning', 'Java', 'Django']",7,4,3,9,0
STU0393,Mechanical,3,7.5,6,"['CSS', 'MongoDB', 'Docker', 'SQL', 'Node.js', 'Deep Learning']",2,4,0,0,1
STU0394,Mechanical,4,8.25,6,"['Deep Learning', 'Machine Learning', 'Linux', 'Django', 'Java', 'React']",2,0,4,6,1
STU0395,Information Science,4,5.18,6,"['Java', 'Machine Learning', 'React', 'HTML', 'AWS', 'C++']",7,0,0,3,0
STU0396,Civil,3,8.33,5,"['Machine Learning', 'Deep Learning', 'CSS', 'Docker', 'SQL']",6,5,3,1,1
STU0397,Information Science,4,9.24,7,"['Machine Learning', 'Deep Learning', 'C++', 'Django', 'NLP', 'JavaScript', 'MongoDB']",0,0,3,4,0
STU0398,Civil,3,6.32,6,"['SQL', 'MySQL', 'JavaScript', 'Deep Learning', 'HTML', 'CSS']",0,4,1,6,0
STU0399,Mechanical,4,9.61,8,"['CSS', 'NLP', 'Docker', 'MySQL', 'Git', 'C++', 'Java', 'MongoDB']",0,3,0,5,1
STU0400,Computer Science,4,6.4,5,"['JavaScript', 'Machine Learning', 'AWS', 'Deep Learning', 'C++']",4,3,2,7,1
STU0401,Electrical,4,7.57,8,"['Django', 'JavaScript', 'Linux', 'CSS', 'Node.js', 'HTML', 'C++', 'React']",0,4,1,0,0
STU0402,Electrical,4,9.34,7,"['SQL', 'AWS', 'Git', 'JavaScript', 'NLP', 'Deep Learning', 'HTML']",1,4,0,6,1
STU0403,Information Science,4,7.46,7,"['Java', 'JavaScript', 'MongoDB', 'C++', 'Git', 'MySQL', 'Docker']",1,3,0,8,1
STU0404,Civil,3,9.29,9,"['Python', 'Node.js', 'Django', 'Deep Learning', 'Linux', 'NLP', 'Git', 'CSS', 'Machine Learning']",4,0,1,6,1
STU0405,Computer Science,4,8.46,3,"['AWS', 'MongoDB', 'Machine Learning']",0,2,4,4,1
STU0406,Electronics,3,6.28,8,"['CSS', 'C++', 'Node.js', 'Git', 'Python', 'JavaScript', 'MongoDB', 'SQL']",7,2,2,6,0
STU0407,Civil,4,9.06,9,"['Java', 'JavaScript', 'Docker', 'HTML', 'Git', 'AWS', 'SQL', 'MySQL', 'C++']",7,3,0,3,1
STU0408,Civil,3,5.35,7,"['Python', 'Machine Learning', 'Git', 'Java', 'Deep Learning', 'NLP', 'MySQL']",4,2,1,1,0
STU0409,Electronics,4,6.64,5,"['HTML', 'Git', 'Machine Learning', 'Node.js', 'MySQL']",6,5,4,4,0
STU0410,Civil,4,5.76,10,"['AWS', 'JavaScript', 'Python', 'CSS', 'Git', 'MySQL', 'Docker', 'SQL', 'Deep Learning', 'MongoDB']",0,3,0,5,0
STU0411,Information Science,3,7.42,11,"['MySQL', 'SQL', 'Machine Learning', 'HTML', 'NLP', 'C++', 'Django', 'Java', 'Python', 'Docker', 'Node.js']",4,5,0,4,1
STU0412,Electronics,4,5.12,5,"['Django', 'MySQL', 'Deep Learning', 'NLP', 'Linux']",0,2,2,0,0
STU0413,Computer Science,4,6.19,11,"['MySQL', 'Deep Learning', 'Django', 'Docker', 'AWS', 'SQL', 'Machine Learning', 'Java', 'Git', 'HTML', 'React']",1,3,2,2,0
STU0414,Computer Science,4,9.53,4,"['Machine Learning', 'SQL', 'CSS', 'C++']",4,3,0,3,1
STU0415,Civil,3,8.27,6,"['Machine Learning', 'React', 'Django', 'JavaScript', 'NLP', 'Java']",4,2,1,6,1
STU0416,Computer Science,3,6.8,11,"['MongoDB', 'Docker', 'SQL', 'Python', 'CSS', 'AWS', 'NLP', 'Linux', 'Node.js', 'MySQL', 'Django']",3,1,1,1,1
STU0417,Civil,4,7.46,10,"['MongoDB', 'Linux', 'HTML', 'Git', 'NLP', 'Machine Learning', 'MySQL', 'Docker', 'Django', 'CSS']",2,4,2,1,1
STU0418,Mechanical,4,8.86,3,"['MySQL', 'Docker', 'Deep Learning']",3,0,2,7,0
STU0419,Electronics,4,8.42,10,"['Django', 'MongoDB', 'NLP', 'Java', 'SQL', 'React', 'MySQL', 'HTML', 'Docker', 'Machine Learning']",7,5,3,6,1
STU0420,Computer Science,3,9.27,5,"['Node.js', 'Java', 'AWS', 'Machine Learning', 'NLP']",7,1,0,8,1
STU0421,Electrical,4,8.21,10,"['Python', 'Deep Learning', 'HTML', 'React', 'Git', 'CSS', 'Node.js', 'MySQL', 'Linux', 'MongoDB']",3,5,2,9,1
STU0422,Computer Science,4,5.17,10,"['MongoDB', 'Python', 'Git', 'Java', 'Node.js', 'React', 'CSS', 'Deep Learning', 'Linux', 'MySQL']",6,4,0,8,0
STU0423,Information Science,3,5.56,8,"['Python', 'JavaScript', 'Java', 'NLP', 'Git', 'Django', 'Docker', 'Deep Learning']",1,2,2,3,0
STU0424,Information Science,4,9.05,4,"['Linux', 'CSS', 'HTML', 'Python']",3,2,3,5,1
STU0425,Information Science,4,8.94,8,"['Deep Learning', 'Git', 'React', 'Python', 'MongoDB', 'HTML', 'Java', 'CSS']",2,3,1,2,1
STU0426,Computer Science,3,8.4,11,"['Linux', 'HTML', 'React', 'MySQL', 'SQL', 'MongoDB', 'AWS', 'Node.js', 'Java', 'Django', 'Python']",2,0,3,5,1
STU0427,Computer Science,4,9.5,11,"['Django', 'MySQL', 'Linux', 'Java', 'Machine Learning', 'Docker', 'MongoDB', 'Deep Learning', 'JavaScript', 'Git', 'Node.js']",7,0,1,6,1
STU0428,Mechanical,4,6.74,6,"['HTML', 'C++', 'React', 'Linux', 'Git', 'MongoDB']",3,0,1,3,1
STU0429,Mechanical,4,7.81,3,"['JavaScript', 'Deep Learning', 'Node.js']",2,1,1,8,0
STU0430,Computer Science,3,8.81,5,"['HTML', 'MySQL', 'React', 'Node.js', 'AWS']",6,4,4,6,1
STU0431,Electrical,4,6.38,11,"['React', 'JavaScript', 'Git', 'Machine Learning', 'Python', 'MySQL', 'Deep Learning', 'C++', 'Linux', 'Docker', 'Django']",1,4,1,2,0
STU0432,Electronics,3,7.36,8,"['Docker', 'Node.js', 'HTML', 'Python', 'JavaScript', 'Django', 'CSS', 'NLP']",0,0,0,6,0
STU0433,Mechanical,3,5.03,3,"['Java', 'Deep Learning', 'AWS']",0,2,2,4,0
STU0434,Electrical,4,6.96,9,"['NLP', 'Deep Learning', 'AWS', 'SQL', 'C++', 'JavaScript', 'Docker', 'Node.js', 'React']",1,4,4,9,0
STU0435,Information Science,4,8.86,3,"['Node.js', 'CSS', 'Deep Learning']",1,4,2,0,1
STU0436,Civil,4,7.18,8,"['MySQL', 'Linux', 'Machine Learning', 'NLP', 'React', 'Python', 'C++', 'Java']",6,4,2,4,1
STU0437,Mechanical,4,6.54,5,"['AWS', 'Django', 'Deep Learning', 'Java', 'C++']",1,3,3,4,0
STU0438,Information Science,4,7.12,9,"['AWS', 'JavaScript', 'MySQL', 'CSS', 'Deep Learning', 'Docker', 'Git', 'HTML', 'Java']",1,1,4,4,1
STU0439,Electronics,4,5.6,6,"['Git', 'Docker', 'SQL', 'MySQL', 'Python', 'Linux']",0,3,2,2,1
STU0440,Electrical,3,6.01,4,"['Django', 'Deep Learning', 'HTML', 'Java']",4,3,4,3,1
STU0441,Information Science,4,5.13,7,"['CSS', 'NLP', 'JavaScript', 'Django', 'C++', 'Node.js', 'MySQL']",1,4,0,5,0
STU0442,Civil,4,7.15,6,"['MongoDB', 'Docker', 'Java', 'JavaScript', 'AWS', 'SQL']",3,0,2,0,1
STU0443,Mechanical,3,9.09,11,"['CSS', 'SQL', 'AWS', 'Python', 'HTML', 'Django', 'Node.js', 'JavaScript', 'MySQL', 'React', 'NLP']",5,3,3,8,1
STU0444,Information Science,4,7.18,9,"['Django', 'Linux', 'JavaScript', 'Python', 'Machine Learning', 'Java', 'NLP', 'Git', 'HTML']",3,5,4,4,1
STU0445,Electronics,4,6.22,8,"['HTML', 'Java', 'CSS', 'AWS', 'Docker', 'Django', 'Linux', 'Node.js']",7,1,2,9,0
STU0446,Computer Science,4,8.31,3,"['Django', 'CSS', 'Docker']",5,5,0,1,1
STU0447,Mechanical,3,7.1,9,"['HTML', 'SQL', 'Java', 'Linux', 'Docker', 'MySQL', 'CSS', 'NLP', 'Deep Learning']",2,2,0,1,1
STU0448,Civil,4,6.11,10,"['Java', 'MySQL', 'Django', 'MongoDB', 'Machine Learning', 'Deep Learning', 'C++', 'HTML', 'SQL', 'React']",3,3,3,7,1
STU0449,Information Science,3,9.4,3,"['Docker', 'Django', 'MongoDB']",4,0,4,2,0
STU0450,Civil,4,7.99,11,"['Node.js', 'SQL', 'Machine Learning', 'Docker', 'Python', 'React', 'Java', 'MySQL', 'CSS', 'Deep Learning', 'Linux']",0,4,2,0,0
STU0451,Information Science,4,5.44,6,"['Django', 'Docker', 'C++', 'MySQL', 'Node.js', 'Machine Learning']",5,0,4,9,0
STU0452,Information Science,4,9.13,9,"['Git', 'AWS', 'Java', 'C++', 'React', 'CSS', 'Python', 'NLP', 'MongoDB']",4,5,2,4,1
STU0453,Computer Science,4,6.93,11,"['React', 'Machine Learning', 'Deep Learning', 'Linux', 'CSS', 'Django', 'HTML', 'AWS', 'MySQL', 'Java', 'NLP']",6,4,2,4,0
STU0454,Electronics,4,9.33,5,"['MongoDB', 'C++', 'Java', 'AWS', 'Docker']",5,5,3,9,1
STU0455,Electronics,4,7.6,7,"['Docker', 'MongoDB', 'Django', 'HTML', 'AWS', 'CSS', 'Linux']",4,5,2,2,1
STU0456,Mechanical,4,6.98,10,"['Machine Learning', 'CSS', 'C++', 'Deep Learning', 'Docker', 'NLP', 'MySQL', 'Linux', 'JavaScript', 'MongoDB']",3,3,1,1,0
STU0457,Information Science,4,8.14,9,"['Node.js', 'MongoDB', 'Python', 'JavaScript', 'React', 'Django', 'MySQL', 'NLP', 'SQL']",1,5,2,9,1
STU0458,Mechanical,4,7.91,9,"['Deep Learning', 'Django', 'React', 'Docker', 'CSS', 'Node.js', 'SQL', 'Linux', 'HTML']",5,1,3,2,1
STU0459,Electrical,4,9.45,9,"['MongoDB', 'AWS', 'Node.js', 'Django', 'SQL', 'C++', 'Deep Learning', 'Git', 'CSS']",1,5,0,0,1
STU0460,Mechanical,4,7.38,8,"['Node.js', 'AWS', 'Django', 'CSS', 'SQL', 'Python', 'JavaScript', 'MongoDB']",0,4,1,0,1
STU0461,Computer Science,3,6.38,11,"['Linux', 'Docker', 'HTML', 'C++', 'Python', 'Java', 'NLP', 'CSS', 'JavaScript', 'Node.js', 'Django']",2,5,1,2,0
STU0462,Civil,4,6.19,5,"['React', 'JavaScript', 'Node.js', 'MySQL', 'AWS']",2,5,4,0,0
STU0463,Civil,3,8.16,3,"['C++', 'Python', 'MySQL']",2,4,1,2,1
STU0464,Computer Science,3,5.71,7,"['Node.js', 'MongoDB', 'AWS', 'Deep Learning', 'C++', 'JavaScript', 'HTML']",5,5,3,5,0
STU0465,Electronics,3,6.58,9,"['AWS', 'CSS', 'React', 'Node.js', 'Java', 'Machine Learning', 'C++', 'MongoDB', 'Deep Learning']",5,0,4,2,0
STU0466,Information Science,4,9.48,4,"['C++', 'MongoDB', 'Git', 'Deep Learning']",1,5,0,4,1
STU0467,Electronics,4,8.96,8,"['Python', 'Django', 'SQL', 'Deep Learning', 'Java', 'Machine Learning', 'Git', 'CSS']",2,5,4,7,1
STU0468,Mechanical,3,8.89,9,"['Django', 'SQL', 'Linux', 'React', 'CSS', 'Node.js', 'Docker', 'MySQL', 'Python']",1,5,3,8,1
STU0469,Mechanical,4,8.63,6,"['Docker', 'AWS', 'C++', 'CSS', 'Machine Learning', 'Django']",2,2,4,7,1
STU0470,Electrical,4,8.46,4,"['MySQL', 'Django', 'Linux', 'SQL']",1,5,0,6,1
STU0471,Civil,3,6.51,6,"['Django', 'C++', 'Node.js', 'HTML', 'Linux', 'AWS']",6,4,2,5,1
STU0472,Civil,4,7.16,6,"['Node.js', 'Django', 'React', 'C++', 'NLP', 'MongoDB']",1,4,0,8,1
STU0473,Information Science,4,6.79,11,"['HTML', 'C++', 'React', 'Java', 'MySQL', 'Django', 'Machine Learning', 'Node.js', 'NLP', 'Docker', 'MongoDB']",4,2,0,8,1
STU0474,Electrical,4,7.52,5,"['Docker', 'CSS', 'Deep Learning', 'Java', 'Django']",4,0,0,1,1
STU0475,Mechanical,4,5.19,3,"['Git', 'SQL', 'NLP']",6,1,2,2,1
STU0476,Electrical,4,5.52,11,"['React', 'Node.js', 'Linux', 'NLP', 'Deep Learning', 'HTML', 'Python', 'C++', 'MySQL', 'Machine Learning', 'MongoDB']",0,5,4,9,1
STU0477,Electrical,3,7.76,8,"['Python', 'AWS', 'MySQL', 'Deep Learning', 'JavaScript', 'Docker', 'Git', 'React']",0,4,1,5,1
STU0478,Computer Science,3,6.78,9,"['SQL', 'MySQL', 'Machine Learning', 'Django', 'NLP', 'HTML', 'C++', 'Python', 'AWS']",6,1,3,6,0
STU0479,Mechanical,4,7.89,9,"['JavaScript', 'Docker', 'Linux', 'Java', 'React', 'Deep Learning', 'MySQL', 'SQL', 'NLP']",7,4,0,3,1
STU0480,Electronics,3,8.44,9,"['Django', 'Docker', 'Linux', 'Node.js', 'Deep Learning', 'HTML', 'Python', 'React', 'MongoDB']",6,1,4,6,1
STU0481,Electronics,4,7.5,10,"['C++', 'Linux', 'HTML', 'Node.js', 'Machine Learning', 'Deep Learning', 'SQL', 'MySQL', 'MongoDB', 'CSS']",3,1,3,0,1
STU0482,Computer Science,4,7.61,4,"['JavaScript', 'Deep Learning', 'SQL', 'Node.js']",0,1,3,1,0
STU0483,Civil,4,9.11,7,"['SQL', 'Docker', 'JavaScript', 'Git', 'MongoDB', 'Linux', 'NLP']",3,5,2,0,1
STU0484,Information Science,4,9.58,7,"['JavaScript', 'HTML', 'SQL', 'Deep Learning', 'Django', 'NLP', 'Java']",0,3,3,3,1
STU0485,Electronics,4,6.8,8,"['Deep Learning', 'Node.js', 'Django', 'AWS', 'MongoDB', 'Java', 'CSS', 'HTML']",5,4,1,8,1
STU0486,Electronics,3,7.15,8,"['Git', 'Java', 'Node.js', 'HTML', 'JavaScript', 'Docker', 'Linux', 'Deep Learning']",2,0,0,9,1
STU0487,Electrical,4,7.15,9,"['Docker', 'JavaScript', 'Node.js', 'Python', 'NLP', 'MongoDB', 'AWS', 'MySQL', 'Java']",4,5,4,4,1
STU0488,Electrical,4,5.7,10,"['AWS', 'MongoDB', 'NLP', 'HTML', 'Docker', 'Python', 'Machine Learning', 'Java', 'Linux', 'JavaScript']",5,1,1,7,0
STU0489,Computer Science,4,8.94,11,"['Machine Learning', 'C++', 'JavaScript', 'Deep Learning', 'NLP', 'Git', 'Java', 'MySQL', 'Node.js', 'HTML', 'AWS']",1,3,1,1,1
STU0490,Mechanical,4,6.91,8,"['Linux', 'Deep Learning', 'Git', 'JavaScript', 'Java', 'MySQL', 'Machine Learning', 'Node.js']",3,4,2,0,0
STU0491,Civil,4,6.0,10,"['JavaScript', 'Machine Learning', 'Node.js', 'Git', 'Python', 'NLP', 'MongoDB', 'C++', 'Django', 'HTML']",5,5,0,8,0
STU0492,Computer Science,3,8.13,7,"['JavaScript', 'HTML', 'Python', 'Linux', 'MySQL', 'Machine Learning', 'MongoDB']",7,2,2,9,1
STU0493,Information Science,3,8.87,7,"['Git', 'Docker', 'MySQL', 'Java', 'AWS', 'MongoDB', 'SQL']",7,1,3,6,1
STU0494,Civil,4,8.9,10,"['CSS', 'HTML', 'MongoDB', 'Machine Learning', 'AWS', 'Django', 'React', 'JavaScript', 'Node.js', 'Linux']",4,1,1,6,1
STU0495,Information Science,4,7.44,7,"['Linux', 'AWS', 'MongoDB', 'HTML', 'CSS', 'Node.js', 'Java']",0,5,0,3,1
STU0496,Information Science,4,9.05,5,"['Machine Learning', 'Deep Learning', 'C++', 'SQL', 'NLP']",1,3,1,4,1
STU0497,Computer Science,4,9.66,11,"['Docker', 'React', 'C++', 'Python', 'MongoDB', 'Node.js', 'JavaScript', 'Java', 'Machine Learning', 'Django', 'Git']",1,1,4,3,1
STU0498,Electrical,4,9.44,10,"['C++', 'CSS', 'Deep Learning', 'Node.js', 'JavaScript', 'Docker', 'React', 'NLP', 'Django', 'SQL']",3,4,4,6,1
STU0499,Mechanical,3,7.99,3,"['Git', 'Django', 'NLP']",0,5,3,4,0
STU0500,Electrical,4,7.62,7,"['Linux', 'Machine Learning', 'SQL', 'NLP', 'Django', 'C++', 'Node.js']",5,5,1,0,1
STU0501,Information Science,3,9.7,4,"['Node.js', 'Git', 'NLP', 'Docker']",1,4,0,8,1
STU0502,Electronics,3,5.21,6,"['Git', 'Machine Learning', 'Java', 'React', 'CSS', 'SQL']",4,5,1,9,1
STU0503,Computer Science,4,6.82,5,"['CSS', 'JavaScript', 'React', 'C++', 'Docker']",3,1,0,9,1
STU0504,Mechanical,3,7.63,4,"['React', 'SQL', 'Node.js', 'HTML']",0,2,4,1,0
STU0505,Electrical,3,5.9,8,"['Deep Learning', 'C++', 'Django', 'Node.js', 'HTML', 'NLP', 'Docker', 'Linux']",3,0,3,6,1
STU0506,Mechanical,4,8.39,11,"['Node.js', 'AWS', 'Java', 'NLP', 'CSS', 'Linux', 'MongoDB', 'Django', 'Deep Learning', 'Python', 'React']",5,5,1,8,1
STU0507,Information Science,4,6.32,5,"['JavaScript', 'Machine Learning', 'NLP', 'Node.js', 'MongoDB']",4,2,4,9,0
STU0508,Information Science,4,7.45,10,"['Git', 'Node.js', 'SQL', 'Django', 'AWS', 'Deep Learning', 'Python', 'C++', 'MongoDB', 'Docker']",3,5,1,4,1
STU0509,Civil,4,8.39,7,"['Git', 'NLP', 'AWS', 'Django', 'MySQL', 'Python', 'Linux']",4,2,2,5,1
STU0510,Information Science,3,7.16,8,"['MySQL', 'C++', 'Machine Learning', 'HTML', 'React', 'CSS', 'Node.js', 'Linux']",1,5,2,0,1
STU0511,Mechanical,4,5.96,5,"['Linux', 'JavaScript', 'MySQL', 'Python', 'CSS']",3,3,2,5,1
STU0512,Mechanical,4,7.22,10,"['AWS', 'MySQL', 'NLP', 'Django', 'Linux', 'JavaScript', 'SQL', 'C++', 'Deep Learning', 'Git']",1,4,4,9,1
STU0513,Civil,3,8.06,11,"['Node.js', 'MySQL', 'Git', 'Python', 'AWS', 'Machine Learning', 'JavaScript', 'React', 'Java', 'Docker', 'Django']",7,5,3,8,1
STU0514,Computer Science,4,5.34,8,"['Django', 'Python', 'Linux', 'Deep Learning', 'MySQL', 'React', 'CSS', 'Git']",0,0,4,8,0
STU0515,Mechanical,4,7.02,11,"['Linux', 'NLP', 'AWS', 'Machine Learning', 'Node.js', 'Python', 'MongoDB', 'Django', 'C++', 'Docker', 'SQL']",2,1,3,4,1
STU0516,Electrical,4,8.66,3,"['Deep Learning', 'CSS', 'React']",7,1,4,8,0
STU0517,Information Science,4,6.25,11,"['CSS', 'Machine Learning', 'Django', 'AWS', 'JavaScript', 'MongoDB', 'Deep Learning', 'Linux', 'NLP', 'Git', 'Java']",7,5,1,7,0
STU0518,Civil,3,5.06,9,"['React', 'Deep Learning', 'Django', 'Python', 'Node.js', 'JavaScript', 'Java', 'Docker', 'Git']",6,3,0,4,1
STU0519,Civil,3,9.67,3,"['AWS', 'MongoDB', 'CSS']",4,3,4,1,1
STU0520,Computer Science,4,8.42,7,"['MongoDB', 'Linux', 'Java', 'Git', 'C++', 'NLP', 'Docker']",5,5,1,6,1
STU0521,Civil,4,8.45,3,"['Deep Learning', 'Python', 'Docker']",7,3,4,9,1
STU0522,Electrical,3,6.78,11,"['Deep Learning', 'React', 'JavaScript', 'Django', 'MongoDB', 'Python', 'Java', 'Linux', 'CSS', 'MySQL', 'Machine Learning']",6,0,2,8,0
STU0523,Electrical,4,8.95,3,"['JavaScript', 'CSS', 'Machine Learning']",0,1,3,6,0
STU0524,Mechanical,4,7.73,9,"['Django', 'C++', 'Machine Learning', 'CSS', 'Java', 'Node.js', 'HTML', 'JavaScript', 'Deep Learning']",5,1,2,9,1
STU0525,Electronics,4,5.53,10,"['Docker', 'Linux', 'MySQL', 'Django', 'JavaScript', 'Git', 'MongoDB', 'React', 'NLP', 'CSS']",4,5,4,1,0
STU0526,Information Science,4,6.06,9,"['NLP', 'Deep Learning', 'AWS', 'Django', 'Python', 'Machine Learning', 'React', 'Linux', 'Docker']",6,5,0,2,0
STU0527,Computer Science,4,7.29,8,"['C++', 'Python', 'CSS', 'AWS', 'NLP', 'MongoDB', 'SQL', 'Deep Learning']",6,5,0,5,1
STU0528,Mechanical,4,5.85,6,"['Django', 'C++', 'MySQL', 'NLP', 'JavaScript', 'HTML']",7,3,1,8,0
STU0529,Mechanical,4,6.44,8,"['MongoDB', 'Django', 'React', 'Node.js', 'JavaScript', 'Docker', 'CSS', 'SQL']",6,2,2,7,0
STU0530,Mechanical,4,5.58,11,"['NLP', 'Django', 'MongoDB', 'Node.js', 'Git', 'Python', 'C++', 'Deep Learning', 'CSS', 'Machine Learning', 'Java']",1,2,4,5,1
STU0531,Electrical,3,7.82,9,"['React', 'Node.js', 'Python', 'MySQL', 'NLP', 'Deep Learning', 'Java', 'MongoDB', 'Linux']",0,3,0,1,0
STU0532,Mechanical,4,9.71,10,"['Django', 'HTML', 'CSS', 'C++', 'React', 'Java', 'MySQL', 'Git', 'MongoDB', 'Linux']",0,5,3,5,1
STU0533,Electrical,4,5.05,5,"['HTML', 'CSS', 'React', 'SQL', 'Linux']",1,0,2,7,1
STU0534,Computer Science,4,6.91,9,"['Machine Learning', 'Python', 'C++', 'CSS', 'HTML', 'Java', 'Docker', 'JavaScript', 'Deep Learning']",4,3,3,1,0
STU0535,Computer Science,4,8.97,7,"['Java', 'Deep Learning', 'Machine Learning', 'Docker', 'Node.js', 'Django', 'NLP']",2,5,2,7,1
STU0536,Mechanical,3,6.86,3,"['Python', 'Machine Learning', 'SQL']",6,5,3,2,1
STU0537,Civil,4,7.5,11,"['MySQL', 'Docker', 'Machine Learning', 'JavaScript', 'CSS', 'C++', 'MongoDB', 'Django', 'Deep Learning', 'NLP', 'HTML']",2,3,2,9,1
STU0538,Information Science,4,7.99,10,"['NLP', 'Machine Learning', 'C++', 'Node.js', 'Docker', 'Java', 'MongoDB', 'Django', 'CSS', 'Python']",4,3,0,1,1
STU0539,Mechanical,3,8.71,10,"['MongoDB', 'Machine Learning', 'NLP', 'Django', 'CSS', 'JavaScript', 'C++', 'Linux', 'HTML', 'Docker']",1,0,0,6,1
STU0540,Mechanical,4,6.13,6,"['C++', 'MongoDB', 'React', 'JavaScript', 'Git', 'Linux']",5,5,2,6,0
STU0541,Information Science,4,7.99,3,"['Git', 'Linux', 'JavaScript']",1,4,0,5,0
STU0542,Electrical,3,6.7,9,"['Deep Learning', 'Java', 'Docker', 'Django', 'Git', 'Machine Learning', 'Linux', 'C++', 'NLP']",4,2,3,0,0
STU0543,Civil,4,7.29,10,"['MongoDB', 'Deep Learning', 'NLP', 'SQL', 'JavaScript', 'React', 'HTML', 'Python', 'Git', 'Linux']",3,4,0,6,1
STU0544,Computer Science,3,7.78,3,"['AWS', 'C++', 'Git']",7,5,1,2,0
STU0545,Electrical,4,5.51,8,"['HTML', 'Git', 'C++', 'Django', 'AWS', 'Deep Learning', 'JavaScript', 'MongoDB']",7,0,3,8,0
STU0546,Electrical,4,7.89,10,"['MySQL', 'Machine Learning', 'HTML', 'Deep Learning', 'Java', 'MongoDB', 'Node.js', 'Python', 'AWS', 'NLP']",3,4,3,0,1
STU0547,Civil,4,5.93,5,"['JavaScript', 'Linux', 'HTML', 'React', 'Node.js']",5,4,4,4,1
STU0548,Electronics,4,8.1,7,"['Git', 'HTML', 'AWS', 'JavaScript', 'Linux', 'CSS', 'Python']",2,1,3,5,1
STU0549,Electrical,4,7.15,11,"['CSS', 'Django', 'HTML', 'MongoDB', 'C++', 'NLP', 'Node.js', 'Machine Learning', 'Java', 'Deep Learning', 'Linux']",3,1,4,8,1
STU0550,Electrical,4,8.33,6,"['React', 'Python', 'Linux', 'Docker', 'MongoDB', 'Machine Learning']",5,2,1,7,1
STU0551,Computer Science,3,6.78,11,"['Deep Learning', 'SQL', 'Python', 'HTML', 'Machine Learning', 'React', 'MySQL', 'Django', 'Linux', 'AWS', 'C++']",0,4,0,4,0
STU0552,Civil,4,5.24,10,"['HTML', 'SQL', 'Linux', 'NLP', 'MongoDB', 'Deep Learning', 'Machine Learning', 'CSS', 'Docker', 'Node.js']",2,3,0,2,1
STU0553,Electronics,4,5.8,7,"['CSS', 'JavaScript', 'MongoDB', 'Node.js', 'HTML', 'Django', 'Python']",7,1,4,5,0
STU0554,Computer Science,4,7.12,6,"['Machine Learning', 'SQL', 'C++', 'CSS', 'Java', 'Python']",6,0,0,4,1
STU0555,Information Science,4,8.82,10,"['Django', 'JavaScript', 'Python', 'React', 'AWS', 'Linux', 'Node.js', 'MySQL', 'Machine Learning', 'Docker']",4,0,0,2,1
STU0556,Mechanical,4,6.83,7,"['AWS', 'Django', 'MongoDB', 'Java', 'MySQL', 'HTML', 'React']",5,3,2,6,0
STU0557,Mechanical,4,6.42,4,"['Linux', 'MySQL', 'Docker', 'NLP']",7,3,4,7,1
